"establecimiento_curt","establecimiento_razon_social","direccion","localidad_descripcion","partido_descripcion","subcuenca","lat","lon","estado_ac"
"411046260","FIAMBRES LA REINA SRL","IRIGOYEN 725","LA TABLADA","LA MATANZA","Cuenca Baja Riachuelo",-34.67871094,-58.51251984,"AGENTE CONTAMINANTE VIGENTE"
"239006309","TEXXOR PINTURAS SRL","AV OLIMPO 2007","9 DE ABRIL","ESTEBAN ECHEVERRIA","Cuenca Baja A�� Santa Catalina",-34.740448,-58.49065399,"AGENTE CONTAMINANTE VIGENTE"
"409185971","COPPER ONE S.A.","J.M. DE ROSAS 10784","GREGORIO DE LAFERRERE","LA MATANZA","Cuenca Media A�� Don Mario",-34.73418808,-58.60266113,"AGENTE CONTAMINANTE VIGENTE"
"423125069","GALVAFER S.R.L","SAN VLADIMIRO 5860","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.68218613,-58.43861771,"AGENTE CONTAMINANTE VIGENTE"
"135246039","ABOU REZ BRIAN WALID (EX ABOU REZ MARCELO ADOLFO) Ex CURT 78083","RUTA 205 KM 65,8","CAÑUELAS","CAÑUELAS","Cuenca Alta A�� Cebey",-35.049114,-58.77180079,"AGENTE CONTAMINANTE VIGENTE"
"1050462","TOPEMA S.A.","CASEROS 1399","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.63144302,-58.38241959,"AGENTE CONTAMINANTE VIGENTE"
"423035726","GALVANOMET S.R.L.","SANTIAGO PLAUL 1435/43","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.68580627,-58.40391922,"AGENTE CONTAMINANTE VIGENTE"
"411056474","TRANSPORTE AVALOS S.A","AV CROVARA 3311","LA TABLADA","LA MATANZA","Cuenca Baja Rio Matanza",-34.69338989,-58.53125,"AGENTE CONTAMINANTE VIGENTE"
"1031096","LOPEZ JAVIER OMAR Y OTERO ROBERTO S.H.","AV. DIRECTORIO 802","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.62891769,-58.43874741,"AGENTE CONTAMINANTE VIGENTE"
"1141443","AUTOMOVIL CLUB ARGENTINO","AV.MONTES DE OCA 476","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.63370132,-58.37551117,"AGENTE CONTAMINANTE VIGENTE"
"9978825","ESCOBAR RAUL (Ex MINUTOLI PATRICIO GASTON - CURT:38140624)","GENEAL LAMADRID 40","AVELLANEDA","AVELLANEDA","Cuenca Baja Riachuelo",-34.66416,-58.36021,"AGENTE CONTAMINANTE VIGENTE"
"411010667","ESTADELLA E HIJOS S.R.L.","DEFENZA 883/85","LA TABLADA","LA MATANZA","Cuenca Baja Riachuelo",-34.70066071,-58.52077866,"AGENTE CONTAMINANTE VIGENTE"
"1119367","FEDERAL EXPRESS CORP","LUIS PIEDRABUENA 3660","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.67528915,-58.49065399,"AGENTE CONTAMINANTE VIGENTE"
"1035155","GUAICOS S.A.I.C.I.F.","OSVALDO CRUZ 3047","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65573502,-58.38941574,"AGENTE CONTAMINANTE VIGENTE"
"1106862","SOCIEDAD LU-MAX","AUSTRALIA 2402","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.64606094,-58.38173294,"AGENTE CONTAMINANTE VIGENTE"
"1084917","SAKIN S.R.L.","LISANDRO DE LA TORRE 2419","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66300583,-58.49985886,"AGENTE CONTAMINANTE VIGENTE"
"1058765","EMPRESA DE TTE. AUTO. 12 DE OCTUBRE S.A.","MEDINA 1750","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65208054,-58.47412872,"AGENTE CONTAMINANTE VIGENTE"
"416148044","LA CENTRAL DE VICENTE LOPEZ SAC (EX TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.)","COLECTORA AUTOPISTA RICCHIERI MANO EZEIZA S/N��","TAPIALES","LA MATANZA","Cuenca Baja Riachuelo",-34.70171738,-58.49914932,"AGENTE CONTAMINANTE VIGENTE"
"1052459","CARBALLO MARIA ELISA","SAN ANTONIO 1059","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65428543,-58.37626266,"AGENTE CONTAMINANTE VIGENTE"
"1117738","FRIGORIFICO EL BIERZO SA","BRAGADO 6745/49","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65862656,-58.50893402,"AGENTE CONTAMINANTE VIGENTE"
"1120424","GONZALEZ MARIA ANGELICA","BALCARCE 1401","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.62392044,-58.36993408,"AGENTE CONTAMINANTE VIGENTE"
"38017025","ARGALL SRL","COLON 876","AVELLANEDA","AVELLANEDA","Cuenca Baja Riachuelo",-34.66725922,-58.36727142,"AGENTE CONTAMINANTE VIGENTE"
"493217688","DI CAMILLO SRL","ANTARTIDA ARGENTINA 1250","LLAVALLOL","LOMAS DE ZAMORA","Cuenca Baja A�� Del Rey",-34.79815674,-58.42443466,"AGENTE CONTAMINANTE VIGENTE"
"239104388","TRICARICO HNOS. S.H. DE SERGIO Y JAVIER F. TRICARICO","SANTA BERNARDITA 1847","9 DE ABRIL","ESTEBAN ECHEVERRIA","Cuenca Baja A�� Santa Catalina",-34.74589539,-58.48912811,"AGENTE CONTAMINANTE VIGENTE"
"135000463","RECYFA S.A.","ZELADA 619","CAÑUELAS","CAÑUELAS","Cuenca Alta A�� Navarrete y Canuelas",-35.0514,-58.7284522,"AGENTE CONTAMINANTE VIGENTE"
"423101650","SCRANTON S.A.","VERACRUZ 1451","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.68548584,-58.39979935,"AGENTE CONTAMINANTE VIGENTE"
"1010800","SOCIEDAD CARNICA SA (EX EL EKEKO S.A CUIT: 30699169648)","LISANDRO DE LA TORRE 2020","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65848541,-58.50511551,"AGENTE CONTAMINANTE VIGENTE"
"406242884","PROCESADORA SERVICONF SRL","ESTEBAN DE LUCA 1160","ALDO BONZI","LA MATANZA","Cuenca Baja Rio Matanza",-34.703046,-58.523067,"AGENTE CONTAMINANTE VIGENTE"
"19507105338","DARIO SERGIO ZAMPELLA","MONSE�?OR MARCON 3809","SAN JUSTO","LA MATANZA","Cuenca Baja Rio Matanza",-34.68564606,-58.55292511,"AGENTE CONTAMINANTE VIGENTE"
"1058833","CASANOVA JORGE LUIS","LISANDRO DE LA TORRE 1920","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65742874,-58.50640106,"AGENTE CONTAMINANTE VIGENTE"
"1049244","GOLIA JOSE ANTONIO Y JOSE PEDRO CAMPILONGO S.H.","AV. DEL BARCO CENTENERA   PB 3164","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65222931,-58.42213821,"AGENTE CONTAMINANTE VIGENTE"
"406242883","CAPONETO DIEGO","ALICO 821","ALDO BONZI","LA MATANZA","Cuenca Baja Rio Matanza",-34.706918,-58.514833,"AGENTE CONTAMINANTE VIGENTE"
"426005078","MAPAR S.A.","TTE. CNEL. JORGE OBON 1036","VALENTIN ALSINA","LANUS","Cuenca Baja Riachuelo",-34.66971207,-58.41814804,"AGENTE CONTAMINANTE VIGENTE"
"239061902","PER MEI S. R. L.","CRUZ DEL SUR 4059","9 DE ABRIL","ESTEBAN ECHEVERRIA","Cuenca Baja A�� Santa Catalina",-34.77011871,-58.47222137,"AGENTE CONTAMINANTE VIGENTE"
"293065069","RODOLFO CRESPI E HIJOS S.R.L","RUTA 200 70500","GENERAL LAS HERAS (EST. LAS HERAS)","GENERAL LAS HERAS","Cuenca Media A�� Morales",-34.89719391,-58.92757416,"AGENTE CONTAMINANTE VIGENTE"
"415247961","ENERGY GROUP","MATHEU 2975","SAN JUSTO","LA MATANZA","Cuenca Baja Rio Matanza",-34.688134,-58554,"AGENTE CONTAMINANTE VIGENTE"
"492117958","GEN - ROD S.A.","10 DE SEPTIEMBRE DE 1861 3989","BANFIELD","LOMAS DE ZAMORA","Cuenca Baja A�� Del Rey",-34.72369766,-58.443573,"AGENTE CONTAMINANTE VIGENTE"
"239059220","RECICLADO DE ALUMINIO S.A.(EX AGUSTI CARLOS CLAUDIO)","EL PARTEN�?N 2027","9 DE ABRIL","ESTEBAN ECHEVERRIA","Cuenca Baja A�� Santa Catalina",-34.7423172,-58.48872375,"AGENTE CONTAMINANTE VIGENTE"
"237115508","INC S.A. - N�� 16 CARREFOUR MONTE GRANDE","CAMINO DE CINTURA - RUTA DE LA TRADICION 2200","LUIS GUILLON","ESTEBAN ECHEVERRIA","Cuenca Baja A�� Santa Catalina",-34.78107834,-58.45901489,"AGENTE CONTAMINANTE VIGENTE"
"494212446","COVELIA S.A.","AV. JUAN D. PERON 597","LOMAS DE ZAMORA","LOMAS DE ZAMORA","Cuenca Baja A�� Del Rey",-34.76026535,-58.43074417,"AGENTE CONTAMINANTE VIGENTE"
"1117103","RIGECIN LABS SA","CACHI 1204","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65569687,-58.4088974,"AGENTE CONTAMINANTE VIGENTE"
"412055148","TEXTIL LEVEL S.A.","AV. SAN MARTIN 4215","LOMAS DEL MIRADOR","LA MATANZA","Cuenca Baja Riachuelo",-34.67633057,-58.52627182,"AGENTE CONTAMINANTE VIGENTE"
"412117716","DANIEL JUAN ABBONDANDOLO","MATHEU 815","LOMAS DEL MIRADOR","LA MATANZA","Cuenca Baja Rio Matanza",-34.67666626,-58.53948975,"AGENTE CONTAMINANTE VIGENTE"
"239103794","QUERUCLOR S.R.L.","AV DE LA TRADICION 8349","9 DE ABRIL","ESTEBAN ECHEVERRIA","Cuenca Baja A�� Santa Catalina",-34.73748779,-58.49811935,"AGENTE CONTAMINANTE VIGENTE"
"38034404","RODACO ARGENTINA SA","LAPRIDA 745","AVELLANEDA","AVELLANEDA","Cuenca Baja Riachuelo",-34.65739059,-58.35302353,"AGENTE CONTAMINANTE VIGENTE"
"41000373","FUNDICION SANTA RITA DE JUAN FRANCO VAGLIATI","HELGUERA 845","GERLI","AVELLANEDA","Cuenca Baja Riachuelo",-34.68248749,-58.37207794,"AGENTE CONTAMINANTE VIGENTE"
"1248064","LA BOCCETTA EDUARDO","AZARA 1521","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.64640406,-58.36987247,"AGENTE CONTAMINANTE VIGENTE"
"239018975","VIGGIANI FRANCISCO","CAMINO DE CINTURA 8148","9 DE ABRIL","ESTEBAN ECHEVERRIA","Cuenca Baja A�� Santa Catalina",-34.73978806,-58.49707031,"AGENTE CONTAMINANTE VIGENTE"
"493043096","ENVASADORA ANTARTIDA ARGENTINA SA","FRIEDRICHS 159","LLAVALLOL","LOMAS DE ZAMORA","Cuenca Baja A�� Del Rey",-34.79546356,-58.43132401,"AGENTE CONTAMINANTE VIGENTE"
"293248065","CARNES PORCINAS SELECCIONADAS SA","RUTA 6 KM 107,2","GENERAL LAS HERAS (EST. LAS HERAS)","GENERAL LAS HERAS","Cuenca Media A�� Chacon",-34.92754,-58.83305,"AGENTE CONTAMINANTE VIGENTE"
"1040586","JOSE DOMINGO CORIGLIANO","MATANZA 3147","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65548706,-58.42808151,"AGENTE CONTAMINANTE VIGENTE"
"1185287","LA CAMARA S.A.","AV. JUAN BAUTISTA ALBERDI 6499","CAPITAL FEDERAL","CAPITAL FEDERAL","Fuera de Cuenca H��drica",-34.6556551541232,-58.5080616271734,"AGENTE CONTAMINANTE VIGENTE"
"1248071","LIDERMAN PAULINA","COSQUIN 2184","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.6606,-58.5071,"AGENTE CONTAMINANTE VIGENTE"
"493041962","VIDRIERIA ARGENTINA S.A.","AV. ANTǁRTIDA ARGENTINA Y VIAS DEL FFRR SN","LLAVALLOL","LOMAS DE ZAMORA","Cuenca Baja A�� Del Rey",-34.79671478,-58.42001343,"AGENTE CONTAMINANTE VIGENTE"
"26059242","REXAM ARGENTINA S.A.","LUIS MARǍA DRAGO 2520","BURZACO","ALMIRANTE BROWN","Cuenca Baja A�� Del Rey",-34.84822083,-58.41464996,"AGENTE CONTAMINANTE VIGENTE"
"426141820","JULIO BLANCO","SAYOS 4071","VALENTIN ALSINA","LANUS","Cuenca Baja Riachuelo",-34.67156601,-58.42671967,"AGENTE CONTAMINANTE VIGENTE"
"1248070","ITALTRAP SRL","CONDOR 2738","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66117908,-58.435022,"AGENTE CONTAMINANTE VIGENTE"
"239148153","SOLBEMT S.R.L","CRUZ DEL SUR 4075","9 DE ABRIL","ESTEBAN ECHEVERRIA","Cuenca Baja A�� Santa Catalina",-34.77029419,-58.47200775,"AGENTE CONTAMINANTE VIGENTE"
"9979104","CHAMORRO ROBERTO ARIEL","AV JUAN DE GARAY 3301","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.63031387,-58.41192627,"AGENTE CONTAMINANTE VIGENTE"
"252179806","EXPRESO ESTEBAN ECHEVERRIA SRL","SUDAMERICA 1032","CARLOS SPEGAZZINI","EZEIZA","Cuenca Alta A�� Navarrete y Canuelas",-34.91964722,-58.60442352,"AGENTE CONTAMINANTE VIGENTE"
"492032855","VOLQUETES Y TRANSPORTES MARINO S.A.","REA�?O 1970","BANFIELD","LOMAS DE ZAMORA","Cuenca Baja Riachuelo",-34.70905685,-58.46337891,"AGENTE CONTAMINANTE VIGENTE"
