"establecimiento_curt","establecimiento_razon_social","direccion","localidad_descripcion","partido_descripcion","subcuenca","lat","lon","estado_ac"
"9905070","GARDUCCIO CARLOS ENRIQUE (CLANDESTINO) SIN RAZON SOCIAL","CAFAYATE 1983","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.657668,-58.50353,"AGENTE CONTAMINANTE VIGENTE"
"1227383","CHAVEZ MIGUEL OSMAR (EX DE MARCO RODOLFO)","CAFAYATE 1953","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65746686,-58.50386965,"AGENTE CONTAMINANTE VIGENTE"
"9905068","TOLESANO OSCAR","CAFAYATE 1987","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.6576680314108,-58.5035302440291,"AGENTE CONTAMINANTE VIGENTE"
"9979696","L.I.A. S.A. (EX FADA PHARMA SA - CURT:1085488)","TABARE 1641/45/47","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65338,-58.42664,"AGENTE CONTAMINANTE VIGENTE"
"1051230","GONZALEZ, MARIA LAURA","JORGE 2251","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65240097,-58.37797546,"AGENTE CONTAMINANTE VIGENTE"
"412104181","FRIGORIFICO DON PINO SA","CERRITO 3725","LOMAS DEL MIRADOR","LA MATANZA","Cuenca Baja Riachuelo",-34.67327499,-58.5318718,"AGENTE CONTAMINANTE VIGENTE"
"1151077","ZUMA NATURAL S.A.","MEDINA 1747","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65237808,-58.47434616,"AGENTE CONTAMINANTE VIGENTE"
"1052398","INARCI S.A.","POLA 2245","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65904999,-58.48870087,"AGENTE CONTAMINANTE VIGENTE"
"1111804","CENEDA SA","MALAGA 5684","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66900635,-58.4838295,"AGENTE CONTAMINANTE VIGENTE"
"1085778","LARING SA/LARING SAN LUIS SA","ZUVIRIA 5381","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66563416,-58.48274612,"AGENTE CONTAMINANTE VIGENTE"
"544148107","NUTROVO S.A.","DR. FERRARI 340","MARCOS PAZ","MARCOS PAZ","Cuenca Media A�� Morales",-34.80069351,-58.8558197,"AGENTE CONTAMINANTE VIGENTE"
"1126402","STOCHETTA OSCAR ALBERTO","RODO JOSE ENRIQUE 6612","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.6595726,-58.50535965,"AGENTE CONTAMINANTE VIGENTE"
"1131420","LA CAMILA S.R.L.","CAFAYATE 1966","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65748215,-58.50354767,"AGENTE CONTAMINANTE VIGENTE"
"255210216","MARTIN SEBASTIAN","RUTA 205 39500","TRISTAN SUAREZ","EZEIZA","Cuenca Media A�� Aguirre",-34.88433075,-58.56163406,"AGENTE CONTAMINANTE VIGENTE"
"1086904","FRANCAPEZ S.A.","MAR DULCE 330","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65707397,-58.41520691,"AGENTE CONTAMINANTE VIGENTE"
"1075977","PETRACCA LOSPENNATO SANCHEZ SRL","JOSE E. RODO 5935","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65534592,-58.50033188,"AGENTE CONTAMINANTE VIGENTE"
"423132401","CIOFFOLETTI MONICA ALEJANDRA","25 DE MAYO 841","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.70593262,-58.40445709,"AGENTE CONTAMINANTE VIGENTE"
"406059015","DOTA S.A. DE TRANSPORTE AUTOMOTOR","GRAL. PIRAN 1881","ALDO BONZI","LA MATANZA","Cuenca Baja Rio Matanza",-34.70916367,-58.52713013,"AGENTE CONTAMINANTE VIGENTE"
"1051278","LA BERNARDA SRL","JOSE ENRIQUE RODO 6351","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65810013,-58.50371933,"AGENTE CONTAMINANTE VIGENTE"
"254019490","RASIC HNOS. S.A. PLANTA I","LAS ACACIAS 1076","LA UNION","EZEIZA","Cuenca Media A�� Aguirre",-34.8802681,-58.55104065,"AGENTE CONTAMINANTE VIGENTE"
"9900984","LAVADERO SAN NICOLAS DE ROBERTO SOTELO","VALETTE 469","MONTE GRANDE","ESTEBAN ECHEVERRIA","Cuenca Baja A�� Santa Catalina",-34.8,-58.47,"AGENTE CONTAMINANTE VIGENTE"
"1046335","ADCA S. A","JOSE LEON SUAREZ 2456","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66480637,-58.51005173,"AGENTE CONTAMINANTE VIGENTE"
"1128352","SOLDANO NATALIA VIRGINIA","MONTE 6065","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66424179,-58.49155426,"AGENTE CONTAMINANTE VIGENTE"
"1118469","FRIGORIFICO LOS TRES SA","LISANDRO DE LA TORRE 2669","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66479492,-58.49770355,"AGENTE CONTAMINANTE VIGENTE"
"26049311","LOMALI S.A.","AV. HIPOLITO YRIGOYEN 15601","BURZACO","ALMIRANTE BROWN","Cuenca Baja A�� Del Rey",-34.83571625,-58.4016037,"AGENTE CONTAMINANTE VIGENTE"
"40059389","DESTILERIA ARGENTINA DE PETROLEO SA","SARGENTO PONCE SN","DOCK SUD","AVELLANEDA","Fuera de Cuenca H��drica",-34.66176987,-58.32564163,"AGENTE CONTAMINANTE VIGENTE"
"412018518","NUEVO IDEAL S.A.","ALICIA MOREAU DE JUSTO 3146","LOMAS DEL MIRADOR","LA MATANZA","Cuenca Baja Riachuelo",-34.66242218,-58.52035141,"AGENTE CONTAMINANTE VIGENTE"
"25228564","LAVA AUTO WINNERS DE ESTER CACERES","HIPOLITO IRIGOYEN 13602","ADROGUE","ALMIRANTE BROWN","Cuenca Baja A�� Del Rey",-34.81323,-58.398629,"AGENTE CONTAMINANTE VIGENTE"
"411047717","FUNDIBRON DE JOSE IORIO","ESNAOLA 5947","LA TABLADA","LA MATANZA","Cuenca Baja Rio Matanza",-34.69219208,-58.52966309,"AGENTE CONTAMINANTE VIGENTE"
"1043396","INDUSTRIAS COSMETICAS INCOS S.A.I.C.","AV. LAFUENTE 967","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.64215851,-58.46284485,"AGENTE CONTAMINANTE VIGENTE"
"410053313","GIAMPAOLETTI S.A","BALBASTRO 5047","ISIDRO CASANOVA","LA MATANZA","Cuenca Media A�� Don Mario",-34.70041275,-58.57590485,"AGENTE CONTAMINANTE VIGENTE"
"493042709","MULTISERVICIOS LLAVALLOL S.R.L.","AVDA. ANTARTIDA ARGENTINA 1699","LLAVALLOL","LOMAS DE ZAMORA","Cuenca Baja A�� Del Rey",-34.79579544,-58.4210434,"AGENTE CONTAMINANTE VIGENTE"
"26023854","BRAWLEY S.A.","AV. HIPOLITO YRIGOYEN 16264","BURZACO","ALMIRANTE BROWN","Cuenca Baja A�� Del Rey",-34.84399414,-58.40108871,"AGENTE CONTAMINANTE VIGENTE"
"418038930","ILLANES CARLA MABEL","MARIQUITA SANCHEZ DE THOMPSON 2144","VILLA EDUARDO MADERO","LA MATANZA","Cuenca Baja Riachuelo",-34.69340897,-58.48895645,"AGENTE CONTAMINANTE VIGENTE"
"1223835","FRIGORǍFICO JOANA SRL","CA�?ADA DE GOMEZ 2371","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.62932205,-58.36503983,"AGENTE CONTAMINANTE VIGENTE"
"1159783","LINEA 213 S.A. DE TRANSPORTE","IRALA 715","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.63585663,-58.3670578,"AGENTE CONTAMINANTE VIGENTE"
"293068589","LA ALBERTINA LACTEA S.R.L. (EX ESTABLECIMIENTO RURAL RUCAMALEN SA)","RUTA 200 KM 67,200 SN","GENERAL LAS HERAS (EST. LAS HERAS)","GENERAL LAS HERAS","Cuenca Alta A�� Rodriguez",-34.91910172,-58.95798874,"AGENTE CONTAMINANTE VIGENTE"
"1028645","COOPERATIVA DE ENVASES FLEXIBLE MATADERO LIMITADA","LISANDRO DE LA TORRE 2535","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66392136,-58.49897766,"AGENTE CONTAMINANTE VIGENTE"
"40213460","TRANSPORTES AUTOMOTORES PLUSMAR S.A.","MANUEL OCANTOS 1381","DOCK SUD","AVELLANEDA","Fuera de Cuenca H��drica",-34.6627388,-58.33914185,"AGENTE CONTAMINANTE VIGENTE"
"236019777","MC CREAM S.A.","DARDO ROCHA 2308","EL JAGUEL","ESTEBAN ECHEVERRIA","Cuenca Media A�� Ortega",-34.83226395,-58.49419403,"AGENTE CONTAMINANTE VIGENTE"
"1061482","KOCHI HNOS","RONDEAU 2328/40","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.6341362,-58.39549255,"AGENTE CONTAMINANTE VIGENTE"
"410034565","E. ACZEL Y CIA S.R.L.","SAN ROQUE 1428","ISIDRO CASANOVA","LA MATANZA","Cuenca Media A�� Don Mario",-34.73960114,-58.56781387,"AGENTE CONTAMINANTE VIGENTE"
"9978072","ALUCAP SRL  ( EX BABCO SRL)","VALPARAISO 3560","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.664117,-58.447439,"AGENTE CONTAMINANTE VIGENTE"
"40059839","ENERGEN S.A.","G�?NOVA 1429","DOCK SUD","AVELLANEDA","Fuera de Cuenca H��drica",-34.65453319,-58.33755869,"AGENTE CONTAMINANTE VIGENTE"
"494044627","SUPERMERCADO MAYORISTA MAKRO S.A","JUAN DOMINGO PER�?N 250","LOMAS DE ZAMORA","LOMAS DE ZAMORA","Cuenca Baja A�� Del Rey",-34.76266861,-58.43099594,"AGENTE CONTAMINANTE VIGENTE"
"1095630","COTO C.I.C.S.A.","AV. ASAMBLEA 1176","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.63589096,-58.44142914,"AGENTE CONTAMINANTE VIGENTE"
"40092430","ORVOL S.A.","MORSE s/n��","DOCK SUD","AVELLANEDA","Fuera de Cuenca H��drica",-34.6424408,-58.33994675,"AGENTE CONTAMINANTE VIGENTE"
"1168068","CARLOS NESTOR ORTIZ","SAN PEDRO 6043","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66113281,-58.49507141,"AGENTE CONTAMINANTE VIGENTE"
"1033700","INSTITUTO DE PUBLICACIONES Y ESTADISTICAS S.A.","MAGALLANES 1315","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.64115524,-58.37001801,"AGENTE CONTAMINANTE VIGENTE"
"1039870","ARIVAN S.R.L","JOSE ENRIQUE RODO 6636/38/40","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65995026,-58.50551224,"AGENTE CONTAMINANTE VIGENTE"
"423003084","TALCAHUANO SRL","TALCAHUANO 2610","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.68648148,-58.41886139,"AGENTE CONTAMINANTE VIGENTE"
"544207231","ALIBUE (ex ECO AVE S.A.)","SARMIENTO 3799","MARCOS PAZ","MARCOS PAZ","Cuenca Media A�� Morales",-34.79745865,-58.84978104,"AGENTE CONTAMINANTE VIGENTE"
"423242438","PAVITECS SRL","Manuela Pedraza 3064","VALENTIN ALSINA","LANUS","Cuenca Baja Riachuelo",-34.68277704,-58.42308942,"AGENTE CONTAMINANTE VIGENTE"
"412088047","FRIHO S.A.","HONDURAS 4854","LOMAS DEL MIRADOR","LA MATANZA","Cuenca Baja Riachuelo",-34.67645264,-58.50811768,"AGENTE CONTAMINANTE VIGENTE"
"405142053","YPF SA","RUTA 21 SN","LA MATANZA","LA MATANZA","Cuenca Media A�� Don Mario",-34.73163223,-58.56219482,"AGENTE CONTAMINANTE VIGENTE"
"237014443","QUIMICA MONTE GRANDE S.A.","LUIS TRANGONI 400","LUIS GUILLON","ESTEBAN ECHEVERRIA","Cuenca Baja A�� Santa Catalina",-34.80370712,-58.45896149,"AGENTE CONTAMINANTE VIGENTE"
"1167900","PACTON S.A.","GENERAL FRUCTUOSO RIVERA 1561","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.64997864,-58.42602158,"AGENTE CONTAMINANTE VIGENTE"
"1063288","GRAFICA ROLAN SRL","FOURNIER 2483","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.64426041,-58.42314911,"AGENTE CONTAMINANTE VIGENTE"
"42011170","SEJAS FERNANDEZ HNOS S.H.","CHILE 2165","PIÑEYRO","AVELLANEDA","Cuenca Baja Riachuelo",-34.66510391,-58.40433884,"AGENTE CONTAMINANTE VIGENTE"
"423143681","CROMADOS CHUBUT S.R.L","CHUBUT 2495","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.69067383,-58.41598129,"AGENTE CONTAMINANTE VIGENTE"
"38159695","DI PALMA MARIANO DARIO","MOLINEDO  -  GALPON 1600","AVELLANEDA","AVELLANEDA","Cuenca Baja Riachuelo",-34.6631813,-58.40207672,"AGENTE CONTAMINANTE VIGENTE"
"1055467","FRIGORIFICO RIOSMA S.A.","AVDA. DE LOS CORRALES 6661","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66360474,-58.50170517,"AGENTE CONTAMINANTE VIGENTE"
"1038866","GRAFICA TADDEO SRL","CHARRUA 3480","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65795898,-58.42593765,"AGENTE CONTAMINANTE VIGENTE"
"423178935","FONTANELLA RAUL ANDRES","JOSE MARIA MORENO 299","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.70117188,-58.39589691,"AGENTE CONTAMINANTE VIGENTE"
"1029475","VAES SRL","TAPALQUE 5924","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65419006,-58.501194,"AGENTE CONTAMINANTE VIGENTE"
"426170455","DIRECT CEA SRL","PARAGUAY 2727","VALENTIN ALSINA","LANUS","Cuenca Baja Riachuelo",-34.6692543,-58.40265656,"AGENTE CONTAMINANTE VIGENTE"
"293143231","FESTA JOSE MARCELO","RUTA 6 Y RUTA 200 SN","GENERAL LAS HERAS (EST. LAS HERAS)","GENERAL LAS HERAS","Cuenca Media A�� Morales",-34.84233093,-58.9124527,"AGENTE CONTAMINANTE VIGENTE"
"1085877","LAVADERO TORINO SA","ZA�?ARTU 1252","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.63965225,-58.43465042,"AGENTE CONTAMINANTE VIGENTE"
"9903032","MARRA FABIAN","CABILDO 1036","VILLA EDUARDO MADERO","LA MATANZA","Cuenca Baja Riachuelo",-34.6832957925912,-58.5042826691649,"AGENTE CONTAMINANTE VIGENTE"
"293127729","NUTRAL S.A.","RUTA 200 KM 70","GENERAL LAS HERAS (EST. LAS HERAS)","GENERAL LAS HERAS","Cuenca Alta A�� Rodriguez",-34.93089393,-58.98447572,"AGENTE CONTAMINANTE VIGENTE"
"1062267","LASER DISC ARGENTINA SA","CORVALAN 1848","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65509796,-58.48859406,"AGENTE CONTAMINANTE VIGENTE"
"253162555","HELPORT S.A.","TENIENTE GENERAL MORILLAS 1300","JOSE MARIA EZEIZA","EZEIZA","Cuenca Media A�� Ortega",-34.80506516,-58.51961899,"AGENTE CONTAMINANTE VIGENTE"
"411030573","ALIMENTARIA DONOSTI S.A.","ALVEAR 5072","LA TABLADA","LA MATANZA","Cuenca Baja Riachuelo",-34.68679428,-58.52477264,"AGENTE CONTAMINANTE VIGENTE"
"551008678","COMPAER S.A.","AV DE LA UNION 3755","PONTEVEDRA","MERLO","Cuenca Media A�� de la Canada Pantanosa",-34.75867844,-58.71298599,"AGENTE CONTAMINANTE VIGENTE"
"1076721","ROYERDORE DE JUAN O. BRUSCO E HIJOS SRL","FRUCTUOSO RIVERA 3340","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66413498,-58.44361877,"AGENTE CONTAMINANTE VIGENTE"
"412166196","COPPER STEEL S.A.","CHARCAS 2748","LOMAS DEL MIRADOR","LA MATANZA","Cuenca Baja Riachuelo",-34.66113281,-58.52738953,"AGENTE CONTAMINANTE VIGENTE"
"1146134","OMDA S.A.","AV. LARRAZABAL 3159","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66872406,-58.48189926,"AGENTE CONTAMINANTE VIGENTE"
"423125892","CARMELO DI PALMA","CORONEL WARNES 2941","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.68568039,-58.42229843,"AGENTE CONTAMINANTE VIGENTE"
"250018596","DRACONIS S.A.","GONZALES Y ARAG�?N 18391","AEROPUERTO INTERNACIONAL DE EZEIZA","EZEIZA","Cuenca Media A�� Aguirre",-34.81890488,-58.56447983,"AGENTE CONTAMINANTE VIGENTE"
"41150849","CARLOS SANCHEZ  E HIJOS","GRAL NAZAR 1359","GERLI","AVELLANEDA","Cuenca Baja Riachuelo",-34.68606949,-58.36553192,"AGENTE CONTAMINANTE VIGENTE"
"411113733","FRIGORIFICO LA TABLADA S.A.","PERIBEBUY 2836","LA TABLADA","LA MATANZA","Cuenca Baja Rio Matanza",-34.69031143,-58.55030441,"AGENTE CONTAMINANTE VIGENTE"
"410227653","MOYA JUNA CARLOS","LASCANO 5650","ISIDRO CASANOVA","LA MATANZA","Cuenca Media A�� Don Mario",-34.69718,-58.587633,"AGENTE CONTAMINANTE VIGENTE"
"1058314","EXPRESO RUTA 12 DE SALOMON CANIEVSKY S.A.","AV DON PEDRO DE MENDOZA 2431","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.64341354,-58.35828018,"AGENTE CONTAMINANTE VIGENTE"
"239110075","COTO C.I.C.S.A.","LOS ANDES 1381","9 DE ABRIL","ESTEBAN ECHEVERRIA","Cuenca Baja A�� Santa Catalina",-34.77493286,-58.47737122,"AGENTE CONTAMINANTE VIGENTE"
"250139666","SHELL CAPSA","AUTOPISTA RICCHIERI km 28.500","AEROPUERTO INTERNACIONAL DE EZEIZA","EZEIZA","Cuenca Baja Rio Matanza",-34.74612808,-58.50082397,"AGENTE CONTAMINANTE VIGENTE"
"250140006","SHELL CAPSA","AEROPUERTO MINISTRO PISTARINI sn","AEROPUERTO INTERNACIONAL DE EZEIZA","EZEIZA","Cuenca Alta Rio Matanza",-34.91296387,-58.66836548,"AGENTE CONTAMINANTE VIGENTE"
"9980064","BO Y MI ALIMENTARIA SRL  (Ex MARIANO GABRIEL ZABALA- CURT:9906028)","PILAR 1983","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.6577289,-58.5046519,"AGENTE CONTAMINANTE VIGENTE"
"1226195","CASTRO SUSANA ROSARIO","GREGORIO DE LAFERRERE 5920","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.64461136,-58.37791443,"AGENTE CONTAMINANTE VIGENTE"
"9904081","AYALA JOSE OSCAR","BILBAO 6073","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.6621657421463,-58.4942871329808,"AGENTE CONTAMINANTE VIGENTE"
"1226812","LA MILLA S.R.L.","CHASCOMUS 6018","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65591049,-58.49917221,"AGENTE CONTAMINANTE VIGENTE"
"9989161","SANCHEZ MIGUEL ANGEL (Ex MARIA NUCERA- CURT:1079050)","JUJUY 1552","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.62805176,-58.40117264,"AGENTE CONTAMINANTE VIGENTE"
"1122503","HOMPS Y CIA. S.I. Y C.R.L.","AV. VARELA 3164","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65884018,-58.43479919,"AGENTE CONTAMINANTE VIGENTE"
"413156219","ESPIPER SRL","CARLOS CASARES 1585","RAFAEL CASTILLO","LA MATANZA","Cuenca Media A�� Don Mario",-34.70457458,-58.61613846,"AGENTE CONTAMINANTE VIGENTE"
"1175950","AVENIDA BRASIL 3149 SRL","AVENIDA BRASIL 3149","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.63472748,-58.40851212,"AGENTE CONTAMINANTE VIGENTE"
"42213673","BRAVO ANDRE","HIPOLITO IRIGOYEN 1021","PIÑEYRO","AVELLANEDA","Cuenca Baja Riachuelo",-34.66794586,-58.38349152,"AGENTE CONTAMINANTE VIGENTE"
"9900996","MOITE MIGLIA(exINTERDONATO JULIO HECTOR Ex LAVADERO J. ESPONJA DE ALBERTO SINISCALCO - CURT:1172737)","AV. INDEPENDENCIA 3820","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.62123,-58.41959,"AGENTE CONTAMINANTE VIGENTE"
"293058160","LACTEOS BARRAZA S.A.","RUTA PROV 40 (EX 200) km76","GENERAL LAS HERAS (EST. LAS HERAS)","GENERAL LAS HERAS","Cuenca Alta A�� Rodriguez",-34.94532594,-59.04436463,"AGENTE CONTAMINANTE VIGENTE"
"1094619","COTO C.I.C.S.A.","AV. EVA PER�?N 4730","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.65619278,-58.47670364,"AGENTE CONTAMINANTE VIGENTE"
"9979964","LEONARDO WALTER FERREYRA (Ex SANTIN CLAUDIO SEBASTIAN - CURT: 9905065)","TALPALQUE 6023","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.6550635,-58.5023885,"AGENTE CONTAMINANTE VIGENTE"
"18387020081","AGUAS SAN MARTIN SAS (EX-GEDAL S.R.L.)","SANTA FE 1943","PIÑEYRO","AVELLANEDA","Cuenca Baja Riachuelo",-34.66879272,-58.38769913,"AGENTE CONTAMINANTE VIGENTE"
"409242544","GRANJA LA RUTA - JAVIER DANIEL CHIEPA","RUTA N�� 3 -BRIGADIER J.M. ROSAS Y ESQ.  CALLE LAS FLORES 0","GREGORIO DE LAFERRERE","LA MATANZA","Cuenca Media A�� Don Mario",-34.7494288,-58.6122781,"AGENTE CONTAMINANTE VIGENTE"
"1059601","LUCIANO SERSALE SRL","24 DE NOVIEMBRE 1918","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.63331223,-58.4091568,"AGENTE CONTAMINANTE VIGENTE"
"1095517","COTO C.I.C.S.A.","AV. PEDRO GOYENA 565","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.6259346,-58.43550873,"AGENTE CONTAMINANTE VIGENTE"
"1078855","FRIGORIFICO BLANCO SA","BRAGADO 7228","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66230011,-58.51253891,"AGENTE CONTAMINANTE VIGENTE"
"416110423","COTO C.I.C.S.A.","AV. DE LA COOPERACI�?N 2207","TAPIALES","LA MATANZA","Cuenca Baja Riachuelo",-34.7032814,-58.49980545,"AGENTE CONTAMINANTE VIGENTE"
"411021618","TRANSPORTE AUTOMOTORES LA PLATA S.A.","MONSE�?OR BUFANO 4626","LA TABLADA","LA MATANZA","Cuenca Baja Rio Matanza",-34.69420242,-58.54874039,"AGENTE CONTAMINANTE VIGENTE"
"426054489","JOSE Y SALVADOR SIRICA S.H","JOSE IGNACIO RUCCI 442","VALENTIN ALSINA","LANUS","Cuenca Baja Riachuelo",-34.67126465,-58.40452194,"AGENTE CONTAMINANTE VIGENTE"
"426079284","CURTIEMBRE PEDRO GONELLA SRL","CORONEL SAYOS 2939","VALENTIN ALSINA","LANUS","Cuenca Baja Riachuelo",-34.68114471,-58.41936874,"AGENTE CONTAMINANTE VIGENTE"
"1216370","LAGO MAR SRL","CA�?ADA DE GOMEZ 2528/32","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66416931,-58.50108337,"AGENTE CONTAMINANTE VIGENTE"
"250163487","EG3 RED S.A.","AEROPUERTO INTERNACIONAL MINISTRO PISTARINI SECTOR PARKING B B","AEROPUERTO INTERNACIONAL DE EZEIZA","EZEIZA","Cuenca Media A�� Ortega",-34.81093979,-58.54231262,"AGENTE CONTAMINANTE VIGENTE"
"494148271","MAYO S.A.T.A. (LINEA 141)","PRESIDENTE PERON 5370","LOMAS DE ZAMORA","LOMAS DE ZAMORA","Cuenca Baja A�� Del Rey",-34.70917892,-58.45660019,"AGENTE CONTAMINANTE VIGENTE"
"423172445","JOSE Y FRANCISCO OSCAR TROISI","MANUELA PEDRAZA 3146","LANUS OESTE","LANUS","Cuenca Baja Riachuelo",-34.6822052,-58.42370605,"AGENTE CONTAMINANTE VIGENTE"
"492162583","BOLAÑOS CARLOS JACINTO","EL PLUMERILLO 1951","BANFIELD","LOMAS DE ZAMORA","Cuenca Baja A�� Del Rey",-34.70997238,-58.4383812,"AGENTE CONTAMINANTE VIGENTE"
"1006629","AUTOMOVILES SAN JORGE SA","DOBLAS 1843","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.63772583,-58.42698669,"AGENTE CONTAMINANTE VIGENTE"
"42217398","PABLO JAVIER CORREA","HIPOLITO YRIGOYEN 1599","PIÑEYRO","AVELLANEDA","Cuenca Baja Riachuelo",-34.67580032,-58.38251877,"AGENTE CONTAMINANTE VIGENTE"
"1025309","CAFUNE S.A.","CULPINA 3641","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66416931,-58.43224716,"AGENTE CONTAMINANTE VIGENTE"
"9900977","LAVADERO LA EUROCOM","ARANA ESQ MATIENZO 1068","MONTE GRANDE","ESTEBAN ECHEVERRIA","Cuenca Baja A�� Santa Catalina",-34.81,-58.46,"AGENTE CONTAMINANTE VIGENTE"
"1056792","HONEYMAX S.A.","TILCARA 2750","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.64775467,-58.4240036,"AGENTE CONTAMINANTE VIGENTE"
"1176896","VAL MAIRA S.A.I.C.","DEKAY 4057","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.64634323,-58.41681671,"AGENTE CONTAMINANTE VIGENTE"
"250242588","AEROPUERTO ARGENTINA 2000 S.A.","AV. RICCHIERI S/N 0","AEROPUERTO INTERNACIONAL DE EZEIZA","EZEIZA","Cuenca Media A�� Ortega",-34.80249693,-58.53078617,"AGENTE CONTAMINANTE VIGENTE"
"1157468","DIFALCIS DANIEL REYNALDO","AV. DIRECTORIO 6715","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66104507,-58.50462341,"AGENTE CONTAMINANTE VIGENTE"
"1095968","JOHN MARTIN SRL","TIMOTEO GORDILLO 2460","CAPITAL FEDERAL","CAPITAL FEDERAL","Cuenca Baja Riachuelo",-34.66240311,-58.50133896,"AGENTE CONTAMINANTE VIGENTE"
